event,event_date,fighter_1,fighter_2,result,method,round,time
UFC 195: Lawler vs Condit,2016-01-02,Dustin Poirier,Joe Duffy,win,U-DEC,3,5:00
UFC 195: Lawler vs Condit,2016-01-02,Michinori Tanaka,Joe Soto,win,S-DEC,3,5:00
UFC 195: Lawler vs Condit,2016-01-02,Sheldon Westcott,Edgar Garcia,win,"KO/TKO

      

        Punches",1,3:12
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Dominick Cruz,TJ Dillashaw,win,S-DEC,5,5:00
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Eddie Alvarez,Anthony Pettis,win,S-DEC,3,5:00
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Travis Browne,Matt Mitrione,win,"KO/TKO

      

        Punches",3,4:09
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Francisco Trinaldo,Ross Pearson,win,U-DEC,3,5:00
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Patrick Cote,Ben Saunders,win,"KO/TKO

      

        Punches",2,1:14
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Ed Herman,Tim Boetsch,win,"KO/TKO

      

        Knee",2,1:39
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Chris Wade,Mehdi Baghdad,win,"SUB

      

        Rear Naked Choke",1,4:30
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Luke Sanders,Maximo Blanco,win,"SUB

      

        Rear Naked Choke",1,3:38
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Paul Felder,Daron Cruickshank,win,"SUB

      

        Rear Naked Choke",3,3:56
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Ilir Latifi,Sean O'Connell,win,"KO/TKO

      

        Punch",1,0:30
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Charles Rosa,Kyle Bochniak,win,U-DEC,3,5:00
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Rob Font,Joey Gomez,win,"KO/TKO

      

        Punches",2,4:13
UFC Fight Night: Dillashaw vs Cruz,2016-01-17,Francimar Barroso,Elvis Mutapcic,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Frankie Edgar,Chad Mendes,win,"KO/TKO

      

        Punch",1,2:28
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Ryan Hall,Artem Lobov,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Tony Ferguson,Edson Barboza,win,"SUB

      

        D'Arce Choke",2,2:54
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Evan Dunham,Joe Lauzon,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Tatsuya Kawajiri,Jason Knight,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Julian Erosa,Marcin Wrzosek,win,S-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Gabriel Gonzaga,Konstantin Erokhin,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Ryan LaFlare,Mike Pierce,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Geane Herrera,Joby Sanchez,win,"KO/TKO

      

        Punch",2,4:28
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,Chris Gruetzemacher,Abner Lloveras,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Rose Namajunas,Paige VanZant,win,"SUB

      

        Rear Naked Choke",5,2:25
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Michael Chiesa,Jim Miller,win,"SUB

      

        Rear Naked Choke",2,2:57
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Sage Northcutt,Cody Pfister,win,"SUB

      

        Guillotine Choke",2,0:41
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Thiago Santos,Elias Theodorou,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Tim Means,John Howard,win,"KO/TKO

      

        Punch",2,0:21
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Sergio Moraes,Omari Akhmedov,win,"KO/TKO

      

        Punches",3,2:18
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Antonio Carlos Junior,Kevin Casey,"nc


nc",CNC,1,0:11
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Aljamain Sterling,Johnny Eduardo,win,"SUB

      

        Guillotine Choke",2,4:18
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Santiago Ponzinibbio,Andreas Stahl,win,"KO/TKO

      

        Punch",1,4:25
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Danny Roberts,Nathan Coy,win,"SUB

      

        Triangle Choke",1,2:46
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Zubaira Tukhugov,Phillipe Nover,win,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,2015-12-10,Kailin Curran,Emily Kagan,win,"SUB

      

        Rear Naked Choke",2,4:13
UFC 194: Aldo vs McGregor,2015-12-12,Conor McGregor,Jose Aldo,win,"KO/TKO

      

        Punch",1,0:13
UFC 194: Aldo vs McGregor,2015-12-12,Luke Rockhold,Chris Weidman,win,"KO/TKO

      

        Punches",4,3:12
UFC 194: Aldo vs McGregor,2015-12-12,Yoel Romero,Jacare Souza,win,S-DEC,3,5:00
UFC 194: Aldo vs McGregor,2015-12-12,Demian Maia,Gunnar Nelson,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,2015-12-12,Max Holloway,Jeremy Stephens,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,2015-12-12,Urijah Faber,Frankie Saenz,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,2015-12-12,Tecia Pennington,Jocelyn Jones-Lybarger,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,2015-12-12,Warlley Alves,Colby Covington,win,"SUB

      

        Guillotine Choke",1,1:26
UFC 194: Aldo vs McGregor,2015-12-12,Leonardo Santos,Kevin Lee,win,"KO/TKO

      

        Punches",1,3:26
UFC 194: Aldo vs McGregor,2015-12-12,Magomed Mustafaev,Joe Proctor,win,"KO/TKO

      

        Knee",1,1:54
UFC 194: Aldo vs McGregor,2015-12-12,Yancy Medeiros,John Makdessi,win,S-DEC,3,5:00
UFC 194: Aldo vs McGregor,2015-12-12,Court McGee,Marcio Alexandre Junior,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Benson Henderson,Jorge Masvidal,win,S-DEC,5,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Dong Hyun Kim,Dominic Waters,win,"KO/TKO

      

        Punches",1,3:11
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Alberto Mina,Yoshihiro Akiyama,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Dooho Choi,Sam Sicilia,win,"KO/TKO

      

        Punch",1,1:33
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Dongi Yang,Jake Collier,win,"KO/TKO

      

        Punches",2,1:50
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Mike de la Torre,Yui Chul Nam,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Tae Hyun Bang,Leo Kuntz,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Seo Hee Ham,Cortney Casey,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Fredy Serrano,Yao Zhikui,win,KO/TKO,1,0:44
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Marco Beltran,Guangyou Ning,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,2015-11-28,Dominique Steele,Dong Hyun Ma,win,"KO/TKO

      

        Slam",3,0:27
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Vitor Belfort,Dan Henderson,win,"KO/TKO

      

        Kick",1,2:07
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Glover Teixeira,Patrick Cummins,win,"KO/TKO

      

        Punches",2,1:12
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Thomas Almeida,Anthony Birchak,win,"KO/TKO

      

        Punches",1,4:24
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Alex Oliveira,Piotr Hallmann,win,"KO/TKO

      

        Punch",3,0:51
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Rashid Magomedov,Gilbert Burns,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Corey Anderson,Fabio Maldonado,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Abel Trujillo,Gleison Tibau,win,"DQ

      

        Rear Naked Choke",1,1:45
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Johnny Case,Yan Cabral,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Thiago Tavares,Clay Guida,win,"SUB

      

        Guillotine Choke",1,0:39
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Chas Skelly,Edimilson Souza,win,"SUB

      

        Rear Naked Choke",2,1:56
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Viscardi Andrade,Gasan Umalatov,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Jimmie Rivera,Pedro Munhoz,win,S-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,2015-11-07,Matheus Nicolau,Bruno Korea,win,"SUB

      

        Guillotine Choke",3,3:27
UFC 193: Rousey vs Holm,2015-11-14,Holly Holm,Ronda Rousey,win,"KO/TKO

      

        Kick",2,0:59
UFC 193: Rousey vs Holm,2015-11-14,Joanna Jedrzejczyk,Valerie Letourneau,win,U-DEC,5,5:00
UFC 193: Rousey vs Holm,2015-11-14,Mark Hunt,Antonio Silva,win,"KO/TKO

      

        Punch",1,3:41
UFC 193: Rousey vs Holm,2015-11-14,Robert Whittaker,Uriah Hall,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,2015-11-14,Jared Rosholt,Stefan Struve,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,2015-11-14,Jake Matthews,Akbarh Arreola,win,KO/TKO,2,5:00
UFC 193: Rousey vs Holm,2015-11-14,Kyle Noke,Peter Sobotta,win,"KO/TKO

      

        Kick",1,2:01
UFC 193: Rousey vs Holm,2015-11-14,Gian Villante,Anthony Perosh,win,"KO/TKO

      

        Punch",1,2:56
UFC 193: Rousey vs Holm,2015-11-14,Danny Martinez,Richie Vaculik,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,2015-11-14,Daniel Kelly,Steve Montgomery,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,2015-11-14,Richard Walsh,Steve Kennedy,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,2015-11-14,James Moontasri,Anton Zafir,win,"KO/TKO

      

        Spinning Back Kick",1,4:36
UFC 193: Rousey vs Holm,2015-11-14,Ben Nguyen,Ryan Benoit,win,"SUB

      

        Rear Naked Choke",1,2:35
UFC 191: Johnson vs Dodson 2,2015-09-05,Demetrious Johnson,John Dodson,win,U-DEC,5,5:00
UFC 191: Johnson vs Dodson 2,2015-09-05,Andrei Arlovski,Frank Mir,win,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,2015-09-05,Anthony Johnson,Jimi Manuwa,win,"KO/TKO

      

        Punch",2,0:28
UFC 191: Johnson vs Dodson 2,2015-09-05,Corey Anderson,Jan Blachowicz,win,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,2015-09-05,Paige VanZant,Alex Chambers,win,"SUB

      

        Armbar",3,1:01
UFC 191: Johnson vs Dodson 2,2015-09-05,Ross Pearson,Paul Felder,win,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,2015-09-05,John Lineker,Francisco Rivera,win,"SUB

      

        Guillotine Choke",1,2:08
UFC 191: Johnson vs Dodson 2,2015-09-05,Raquel Pennington,Jessica Andrade,win,"SUB

      

        Rear Naked Choke",2,4:58
UFC 191: Johnson vs Dodson 2,2015-09-05,Tiago dos Santos e Silva,Clay Collard,win,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,2015-09-05,Joe Riggs,Ron Stallings,win,DQ,2,2:28
UFC 191: Johnson vs Dodson 2,2015-09-05,Joaquim Silva,Nazareno Malegarie,win,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Neil Magny,Kelvin Gastelum,win,S-DEC,5,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Ricardo Lamas,Diego Sanchez,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Henry Cejudo,Jussier Formiga,win,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Erick Montano,Enrique Marin,win,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Enrique Barzola,Horacio Gutierrez,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Leandro Silva,Efrain Escudero,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Erik Perez,Taylor Lapilus,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Bartosz Fabinski,Hector Urbina,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,2015-11-21,Alejandro Perez,Scott Jorgensen,win,KO/TKO,2,4:26
UFC Fight Night: Magny vs Gastelum,2015-11-21,Andre Fili,Gabriel Benitez,win,"KO/TKO

      

        Punches",1,3:13
UFC Fight Night: Magny vs Gastelum,2015-11-21,Alvaro Herrera Mendoza,Vernon Ramos Ho,win,"KO/TKO

      

        Punches",1,0:30
UFC Fight Night: Magny vs Gastelum,2015-11-21,Marco Polo Reyes,Cesar Arzamendia,win,"KO/TKO

      

        Punch",1,3:42
UFC Fight Night: Magny vs Gastelum,2015-11-21,Michel Prazeres,Valmir Lazaro,win,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Louis Smolka,Paddy Holohan,win,"SUB

      

        Rear Naked Choke",2,4:09
UFC Fight Night: Holohan vs Smolka,2015-10-24,Norman Parke,Reza Madadi,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Nicolas Dalby,Darren Till,"draw


draw",M-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Neil Seery,Jon Delos Reyes,win,"SUB

      

        Guillotine Choke",2,4:12
UFC Fight Night: Holohan vs Smolka,2015-10-24,Stevie Ray,Mickael Lebout,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Aisling Daly,Ericka Almeida,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Krzysztof Jotko,Scott Askham,win,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Tom Breese,Cathal Pendred,win,"KO/TKO

      

        Punches",1,4:37
UFC Fight Night: Holohan vs Smolka,2015-10-24,Darren Elkins,Robert Whiteford,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,2015-10-24,Garreth McLellan,Bubba Bush,win,"KO/TKO

      

        Punches",3,4:58
UFC 192: Cormier vs Gustafsson,2015-10-03,Daniel Cormier,Alexander Gustafsson,win,S-DEC,5,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Ryan Bader,Rashad Evans,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Ruslan Magomedov,Shawn Jordan,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Joseph Benavidez,Ali Bagautinov,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Julianna Pena,Jessica Eye,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Yair Rodriguez,Dan Hooker,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Albert Tumenov,Alan Jouban,win,"KO/TKO

      

        Punches",1,2:55
UFC 192: Cormier vs Gustafsson,2015-10-03,Adriano Martins,Islam Makhachev,win,"KO/TKO

      

        Punch",1,1:46
UFC 192: Cormier vs Gustafsson,2015-10-03,Rose Namajunas,Angela Hill,win,"SUB

      

        Rear Naked Choke",1,2:47
UFC 192: Cormier vs Gustafsson,2015-10-03,Sage Northcutt,Francisco Trevino,win,"KO/TKO

      

        Punches",1,0:57
UFC 192: Cormier vs Gustafsson,2015-10-03,Sergio Pettis,Chris Cariaso,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,2015-10-03,Derrick Lewis,Viktor Pesta,win,"KO/TKO

      

        Punches",3,1:15
UFC Fight Night: Barnett vs Nelson,2015-09-26,Josh Barnett,Roy Nelson,win,U-DEC,5,5:00
UFC Fight Night: Barnett vs Nelson,2015-09-26,Uriah Hall,Gegard Mousasi,win,"KO/TKO

      

        Spinning Back Kick",2,0:25
UFC Fight Night: Barnett vs Nelson,2015-09-26,Kyoji Horiguchi,Chico Camus,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,2015-09-26,Takeya Mizugaki,George Roop,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,2015-09-26,Diego Brandao,Katsunori Kikuno,win,"KO/TKO

      

        Punch",1,0:28
UFC Fight Night: Barnett vs Nelson,2015-09-26,Mizuto Hirota,Teruto Ishihara,"draw


draw",S-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,2015-09-26,Keita Nakamura,Li Jingliang,win,"SUB

      

        Rear Naked Choke",3,2:17
UFC Fight Night: Barnett vs Nelson,2015-09-26,Nick Hein,Yusuke Kasuya,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,2015-09-26,Kajan Johnson,Naoyuki Kotani,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,2015-09-26,Shinsho Anzai,Roger Zapata,win,KO/TKO,3,0:47
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Max Holloway,Charles Oliveira,win,KO/TKO,1,1:39
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Neil Magny,Erick Silva,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Patrick Cote,Joshua Burkman,win,"KO/TKO

      

        Punches",3,1:26
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Francisco Trinaldo,Chad Laprise,win,"KO/TKO

      

        Punches",1,2:43
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Olivier Aubin-Mercier,Tony Sims,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Valerie Letourneau,Maryna Moroz,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Frankie Perez,Sam Stout,win,"KO/TKO

      

        Punches",1,0:54
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Felipe Arantes,Yves Jabouin,win,"SUB

      

        Armbar",1,4:21
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Nikita Krylov,Marcos Rogerio de Lima,win,"SUB

      

        Rear Naked Choke",1,2:29
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Chris Kelades,Chris Beal,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Shane Campbell,Elias Silverio,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,2015-08-23,Misha Cirkunov,Daniel Jolly,win,"KO/TKO

      

        Punches",1,4:45
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Glover Teixeira,Ovince Saint Preux,win,"SUB

      

        Rear Naked Choke",3,3:10
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Beneil Dariush,Michael Johnson,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Derek Brunson,Sam Alvey,win,"KO/TKO

      

        Punches",1,2:19
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Jared Rosholt,Timothy Johnson,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Amanda Nunes,Sara McMann,win,"SUB

      

        Rear Naked Choke",1,2:53
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Ray Borg,Geane Herrera,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Uriah Hall,Oluwale Bamgbose,win,"KO/TKO

      

        Punches",1,2:32
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Chris Camozzi,Tom Watson,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Dustin Ortiz,Willie Gates,win,"KO/TKO

      

        Punches",3,2:58
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Frankie Saenz,Sirwan Kakai,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Jonathan Wilson,Chris Dempsey,win,"KO/TKO

      

        Punch",1,0:50
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Marlon Vera,Roman Salazar,win,"SUB

      

        Triangle Armbar",2,2:15
UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,Scott Holtzman,Anthony Christodoulou,win,"SUB

      

        Rear Naked Choke",3,2:40
UFC 190: Rousey vs Correia,2015-08-01,Ronda Rousey,Bethe Correia,win,"KO/TKO

      

        Punch",1,0:34
UFC 190: Rousey vs Correia,2015-08-01,Mauricio Rua,Rogerio Nogueira,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,2015-08-01,Glaico Franca Moreira,Fernando Bruno,win,"SUB

      

        Rear Naked Choke",3,4:46
UFC 190: Rousey vs Correia,2015-08-01,Reginaldo Vieira,Dileno Lopes,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,2015-08-01,Stefan Struve,Antonio Rodrigo Nogueira,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,2015-08-01,Antonio Silva,Soa Palelei,win,"KO/TKO

      

        Punches",2,0:41
UFC 190: Rousey vs Correia,2015-08-01,Claudia Gadelha,Jessica Aguilar,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,2015-08-01,Demian Maia,Neil Magny,win,"SUB

      

        Rear Naked Choke",2,2:52
UFC 190: Rousey vs Correia,2015-08-01,Patrick Cummins,Rafael Cavalcante,win,"KO/TKO

      

        Elbows",3,0:45
UFC 190: Rousey vs Correia,2015-08-01,Warlley Alves,Nordine Taleb,win,"SUB

      

        Guillotine Choke",2,4:11
UFC 190: Rousey vs Correia,2015-08-01,Iuri Alcantara,Leandro Issa,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,2015-08-01,Vitor Miranda,Clint Hester,win,"KO/TKO

      

        Elbows",2,2:38
UFC 190: Rousey vs Correia,2015-08-01,Guido Cannetti,Hugo Viana,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Michael Bisping,Thales Leites,win,S-DEC,5,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Evan Dunham,Ross Pearson,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Joe Duffy,Ivan Jorge,win,"SUB

      

        Triangle Choke",1,3:05
UFC Fight Night: Bisping vs Leites,2015-07-18,Joanne Wood,Cortney Casey,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Leon Edwards,Pawel Pawlak,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Stevie Ray,Leonardo Mafra,win,"KO/TKO

      

        Punches",1,2:30
UFC Fight Night: Bisping vs Leites,2015-07-18,Paddy Holohan,Vaughan Lee,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Ilir Latifi,Hans Stringer,win,"KO/TKO

      

        Punch",1,0:56
UFC Fight Night: Bisping vs Leites,2015-07-18,Mickael Lebout,Teemu Packalen,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,2015-07-18,Robert Whiteford,Paul Redmond,win,"KO/TKO

      

        Punch",1,3:04
UFC Fight Night: Bisping vs Leites,2015-07-18,Jimmie Rivera,Marcus Brimage,win,"KO/TKO

      

        Punches",1,1:29
UFC Fight Night: Bisping vs Leites,2015-07-18,Daniel Omielanczuk,Chris de la Rocha,win,"KO/TKO

      

        Punch",1,0:48
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,TJ Dillashaw,Renan Barao,win,"KO/TKO

      

        Punches",4,0:35
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Miesha Tate,Jessica Eye,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Edson Barboza,Paul Felder,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Joe Lauzon,Takanori Gomi,win,"KO/TKO

      

        Punches",1,2:37
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Tom Lawlor,Gian Villante,win,"KO/TKO

      

        Punch",2,0:27
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Jim Miller,Danny Castillo,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Ben Saunders,Kenny Robertson,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Bryan Caraway,Eddie Wineland,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,James Krause,Daron Cruickshank,win,"SUB

      

        Rear Naked Choke",1,1:27
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Andrew Holbrook,Ramsey Nijem,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Elizabeth Phillips,Jessamyn Duke,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,2015-07-25,Zak Cummings,Dominique Steele,win,"KO/TKO

      

        Punches",1,0:43
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Stephen Thompson,Jake Ellenberger,win,"KO/TKO

      

        Kick",1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Kamaru Usman,Hayder Hassan,win,"SUB

      

        Arm Triangle",2,1:19
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Michael Graves,Vicente Luque,win,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Jorge Masvidal,Cezar Ferreira,win,"KO/TKO

      

        Elbow",1,4:22
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Michelle Waterson-Gomez,Angela Magana,win,"SUB

      

        Rear Naked Choke",3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Maximo Blanco,Mike de la Torre,win,"KO/TKO

      

        Punch",1,0:16
