event,event_date,fighter_1,fighter_2,result,f1_kd,f1_sig_str_attempted,f1_sig_str_landed,f1_sub_att,f1_td_attempted,f1_td_landed,f1_total_str_attempted,f1_total_str_landed,f2_kd,f2_sig_str_attempted,f2_sig_str_landed,f2_sub_att,f2_td_attempted,f2_td_landed,f2_total_str_attempted,f2_total_str_landed,method,round,time
UFC 225: Whittaker vs. Romero 2,2018-06-09,Chris de la Rocha,Rashad Coulter,win,0,57,30,0,1,0,58,30,0,79,40,2,4,3,129,79,"KO/TKO

      

        Punches",2,3:53
UFC 225: Whittaker vs. Romero 2,2018-06-09,Anthony Smith,Rashad Evans,win,0,6,1,0,1,0,7,2,1,9,6,0,1,0,9,6,"KO/TKO

      

        Knee",1,0:53
UFC 225: Whittaker vs. Romero 2,2018-06-09,Sergio Pettis,Joseph Benavidez,win,0,186,59,0,14,2,216,86,0,168,74,0,0,0,183,87,S-DEC,3,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,Charles Oliveira,Clay Guida,win,0,25,9,0,1,0,25,9,0,29,14,1,0,0,29,14,"SUB

      

        Guillotine Choke",1,2:18
UFC 225: Whittaker vs. Romero 2,2018-06-09,Dan Ige,Mike Santiago,win,0,1,0,0,0,0,1,0,0,27,25,0,1,1,32,29,"KO/TKO

      

        Punches",1,0:50
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Marlon Moraes,Jimmie Rivera,win,0,3,0,0,0,0,3,0,1,9,7,0,0,0,9,7,"KO/TKO

      

        Kick",1,0:33
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Gregor Gillespie,Vinc Pichel,win,0,26,13,2,9,7,48,30,0,22,7,0,0,0,51,35,"SUB

      

        Arm Triangle",2,4:06
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Walt Harris,Daniel Spitz,win,1,79,29,0,0,0,80,30,0,42,17,0,0,0,42,17,"KO/TKO

      

        Punches",2,4:59
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Ben Saunders,Jake Ellenberger,win,0,9,5,0,0,0,12,7,1,21,10,0,0,0,22,11,"KO/TKO

      

        Knee",1,1:56
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Julio Arce,Daniel Teymur,win,0,178,63,1,1,0,199,80,0,102,37,0,2,0,105,39,"SUB

      

        Rear Naked Choke",3,2:55
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Sam Alvey,Gian Villante,win,0,133,50,0,0,0,133,50,1,122,53,0,0,0,128,59,S-DEC,3,5:00
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Sijara Eubanks,Lauren Murphy,win,0,213,75,0,4,2,238,96,0,125,49,0,2,0,147,71,U-DEC,3,5:00
UFC Fight Night: Rivera vs. Moraes,2018-06-01,David Teymur,Nik Lentz,win,0,144,61,0,5,0,146,63,0,187,67,0,0,0,192,72,U-DEC,3,5:00
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Belal Muhammad,Chance Rencountre,win,0,130,70,1,4,3,149,88,0,123,16,0,3,0,123,16,U-DEC,3,5:00
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Desmond Green,Gleison Tibau,win,0,191,77,0,0,0,191,77,0,178,28,0,3,0,179,29,U-DEC,3,5:00
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Nathaniel Wood,Johnny Eduardo,win,0,88,37,0,1,0,88,37,0,97,33,1,0,0,97,33,"SUB

      

        D'Arce Choke",2,2:18
UFC Fight Night: Rivera vs. Moraes,2018-06-01,Jose Torres,Jarred Brooks,win,0,69,31,0,5,2,80,42,0,62,22,0,3,1,65,25,"KO/TKO

      

        Punches",2,2:55
UFC Fight Night: Thompson vs. Till,2018-05-27,Darren Till,Stephen Thompson,win,0,126,30,0,1,0,127,31,1,126,38,0,0,0,129,40,U-DEC,5,5:00
UFC Fight Night: Thompson vs. Till,2018-05-27,Neil Magny,Craig White,win,1,29,18,0,2,0,53,40,0,17,6,0,2,0,28,13,"KO/TKO

      

        Knee",1,4:32
UFC Fight Night: Thompson vs. Till,2018-05-27,Arnold Allen,Mads Burnell,win,0,90,29,1,0,0,101,38,0,56,20,0,12,6,120,70,"SUB

      

        Guillotine Choke",3,2:41
UFC Fight Night: Thompson vs. Till,2018-05-27,Makwan Amirkhani,Jason Knight,win,2,88,29,1,1,0,124,64,0,62,27,0,5,3,68,32,S-DEC,3,5:00
UFC Fight Night: Thompson vs. Till,2018-05-27,Claudio Silva,Nordine Taleb,win,0,39,18,1,3,1,51,25,0,12,6,0,2,1,12,6,"SUB

      

        Rear Naked Choke",1,4:31
UFC Fight Night: Thompson vs. Till,2018-05-27,Darren Stewart,Eric Spicely,win,0,75,15,0,4,0,79,19,1,90,34,0,0,0,90,34,"KO/TKO

      

        Punch",2,1:47
UFC Fight Night: Thompson vs. Till,2018-05-27,Tom Breese,Daniel Kelly,win,0,28,6,0,0,0,28,6,1,44,23,0,0,0,44,23,"KO/TKO

      

        Punch",1,3:33
UFC Fight Night: Thompson vs. Till,2018-05-27,Lina Lansberg,Gina Mazany,win,0,75,40,0,1,1,125,81,0,89,38,0,2,2,178,112,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Till,2018-05-27,Carlo Pedersoli Jr.,Brad Scott,win,1,155,58,0,0,0,160,63,0,179,67,0,4,3,181,68,S-DEC,3,5:00
UFC Fight Night: Thompson vs. Till,2018-05-27,Gillian Robertson,Molly McCann,win,0,50,17,1,4,2,60,26,0,33,10,0,0,0,33,10,"SUB

      

        Rear Naked Choke",2,2:05
UFC Fight Night: Thompson vs. Till,2018-05-27,Elias Theodorou,Trevor Smith,win,0,138,77,0,0,0,203,140,0,81,41,0,11,3,123,82,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Kevin Lee,Edson Barboza,win,0,106,51,0,1,0,119,64,0,241,142,0,9,4,344,233,KO/TKO,5,2:18
UFC Fight Night: Barboza vs. Lee,2018-04-21,Frankie Edgar,Cub Swanson,win,0,136,58,0,8,0,139,60,0,130,48,0,0,0,132,50,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Justin Willis,Chase Sherman,win,1,109,76,0,2,1,153,118,0,137,69,0,0,0,180,112,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,David Branch,Thiago Santos,win,1,15,5,0,1,0,15,5,0,29,14,0,0,0,29,14,"KO/TKO

      

        Punch",1,2:30
UFC Fight Night: Barboza vs. Lee,2018-04-21,Aljamain Sterling,Brett Johns,win,0,152,89,0,9,3,181,117,0,89,27,0,5,1,119,56,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Dan Hooker,Jim Miller,win,0,20,10,0,2,1,23,13,1,44,24,0,0,0,44,24,"KO/TKO

      

        Knee",1,3:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Ryan LaFlare,Alex Garcia,win,0,48,24,0,6,1,71,47,0,54,11,0,7,5,66,21,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Ricky Simon,Merab Dvalishvili,win,1,210,61,0,22,6,233,82,0,103,34,1,7,2,108,38,"SUB

      

        Guillotine Choke",3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Siyar Bahadurzada,Luan Chagas,win,1,64,33,0,1,1,94,61,0,37,11,0,1,0,58,31,"KO/TKO

      

        Kick",2,2:40
UFC Fight Night: Barboza vs. Lee,2018-04-21,Corey Anderson,Patrick Cummins,win,0,119,64,0,13,12,162,99,0,99,31,0,1,0,113,44,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Lee,2018-04-21,Anthony Rocco Martin,Keita Nakamura,win,0,133,56,2,0,0,142,65,0,83,24,0,5,2,85,26,U-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Kamaru Usman,Demian Maia,win,0,87,27,0,15,0,94,33,1,209,66,0,0,0,244,97,U-DEC,5,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Tatiana Suarez,Alexa Grasso,win,0,8,6,0,0,0,23,21,0,9,2,1,3,2,11,4,"SUB

      

        Rear Naked Choke",1,2:44
UFC Fight Night: Maia vs. Usman,2018-05-19,Dominick Reyes,Jared Cannonier,win,0,21,6,0,0,0,26,10,1,52,20,0,1,0,53,21,"KO/TKO

      

        Punch",1,2:55
UFC Fight Night: Maia vs. Usman,2018-05-19,Guido Cannetti,Diego Rivas,win,0,46,22,1,5,2,50,26,0,53,25,1,3,1,75,44,U-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Andrea Lee,Veronica Hardy,win,0,73,24,1,1,1,100,42,0,93,56,2,5,3,131,87,U-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Vicente Luque,Chad Laprise,win,1,35,14,0,0,0,35,14,0,29,13,0,1,0,30,14,"KO/TKO

      

        Punch",1,4:16
UFC Fight Night: Maia vs. Usman,2018-05-19,Michel Prazeres,Zak Cummings,win,0,92,28,0,0,0,128,62,0,76,30,0,9,3,78,32,S-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Alexandre Pantoja,Brandon Moreno,win,0,133,45,0,7,2,140,50,0,168,79,0,0,0,187,96,U-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Poliana Botelho,Syuri Kondo,win,1,13,9,0,0,0,13,9,0,3,2,0,0,0,3,2,"KO/TKO

      

        Kick",1,0:33
UFC Fight Night: Maia vs. Usman,2018-05-19,Gabriel Benitez,Humberto Bandenay,win,1,19,9,0,1,1,19,9,0,2,2,1,0,0,2,2,"KO/TKO

      

        Slam",1,0:39
UFC Fight Night: Maia vs. Usman,2018-05-19,Enrique Barzola,Brandon Davis,win,0,94,51,1,15,10,149,89,0,87,29,0,1,0,102,39,U-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Frankie Saenz,Henry Briones,win,0,104,44,1,0,0,123,58,1,120,66,0,10,4,138,84,U-DEC,3,5:00
UFC Fight Night: Maia vs. Usman,2018-05-19,Claudio Puelles,Felipe Silva,win,0,49,16,1,7,2,49,16,1,130,70,0,1,1,171,103,"SUB

      

        Kneebar",3,2:23
UFC 224: Nunes vs. Pennington,2018-05-12,Amanda Nunes,Raquel Pennington,win,0,254,124,0,4,3,288,152,0,169,64,0,8,1,186,79,"KO/TKO

      

        Punches",5,2:36
UFC 224: Nunes vs. Pennington,2018-05-12,Kelvin Gastelum,Jacare Souza,win,0,115,64,1,9,1,129,78,1,145,53,0,0,0,149,57,S-DEC,3,5:00
UFC 224: Nunes vs. Pennington,2018-05-12,Mackenzie Dern,Amanda Cooper,win,1,32,15,1,0,0,33,16,0,25,6,0,0,0,25,6,"SUB

      

        Rear Naked Choke",1,2:27
UFC 224: Nunes vs. Pennington,2018-05-12,John Lineker,Brian Kelleher,win,2,233,102,1,0,0,244,113,0,137,50,0,6,1,147,58,"KO/TKO

      

        Punch",3,3:43
UFC 224: Nunes vs. Pennington,2018-05-12,Lyoto Machida,Vitor Belfort,win,0,12,2,0,0,0,12,2,1,22,11,0,0,0,22,11,"KO/TKO

      

        Kick",2,1:00
UFC 224: Nunes vs. Pennington,2018-05-12,Cezar Ferreira,Karl Roberson,win,0,6,5,1,3,2,16,14,0,6,4,0,0,0,26,20,"SUB

      

        Arm Triangle",1,4:45
UFC 224: Nunes vs. Pennington,2018-05-12,Aleksei Oleinik,Junior Albini,win,0,17,10,1,3,0,17,10,0,15,10,0,1,1,15,10,"SUB

      

        Ezekiel Choke",1,1:45
UFC 224: Nunes vs. Pennington,2018-05-12,Davi Ramos,Nick Hein,win,0,12,6,1,1,1,21,13,0,6,1,0,0,0,6,1,"SUB

      

        Rear Naked Choke",1,4:15
UFC 224: Nunes vs. Pennington,2018-05-12,Elizeu Zaleski dos Santos,Sean Strickland,win,1,58,15,0,1,0,63,18,0,36,14,0,0,0,36,14,"KO/TKO

      

        Kick",1,3:40
UFC 224: Nunes vs. Pennington,2018-05-12,Warlley Alves,Sultan Aliev,win,0,50,29,0,1,0,78,54,0,28,12,0,3,1,30,14,KO/TKO,2,5:00
UFC 224: Nunes vs. Pennington,2018-05-12,Jack Hermansson,Thales Leites,win,0,17,11,3,9,3,27,20,0,56,35,1,3,3,71,49,"KO/TKO

      

        Punches",3,2:10
UFC 224: Nunes vs. Pennington,2018-05-12,Ramazan Emeev,Alberto Mina,win,0,82,12,0,5,1,87,16,0,84,39,0,6,3,100,54,U-DEC,3,5:00
UFC 224: Nunes vs. Pennington,2018-05-12,Markus Perez,James Bochnovic,win,0,4,4,2,1,1,16,13,0,6,3,0,1,0,8,4,"SUB

      

        Rear Naked Choke",1,4:28
UFC 223: Khabib vs. Iaquinta,2018-04-07,Khabib Nurmagomedov,Al Iaquinta,win,0,304,134,1,15,6,352,172,0,141,41,0,1,0,143,43,U-DEC,5,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Rose Namajunas,Joanna Jedrzejczyk,win,0,301,105,0,2,1,304,108,0,356,145,0,0,0,372,160,U-DEC,5,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Renato Moicano,Calvin Kattar,win,0,206,116,0,0,0,207,117,0,140,41,0,2,0,140,41,U-DEC,3,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Zabit Magomedsharipov,Kyle Bochniak,win,0,217,97,0,11,5,237,114,0,163,43,0,2,0,164,44,U-DEC,3,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Chris Gruetzemacher,Joe Lauzon,win,0,137,48,0,2,0,138,49,0,196,128,0,0,0,203,135,KO/TKO,2,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Karolina Kowalkiewicz,Felice Herrig,win,0,248,126,0,3,0,262,140,0,216,86,0,5,0,228,97,S-DEC,3,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Olivier Aubin-Mercier,Evan Dunham,win,0,14,4,0,0,0,14,4,1,18,13,0,0,0,18,13,"KO/TKO

      

        Knees",1,0:53
UFC 223: Khabib vs. Iaquinta,2018-04-07,Ashlee Evans-Smith,Bec Rawlings,win,0,195,88,0,0,0,196,89,0,331,116,0,4,1,337,121,U-DEC,3,5:00
UFC 223: Khabib vs. Iaquinta,2018-04-07,Devin Clark,Mike Rodriguez,win,0,64,50,0,11,7,200,167,0,66,40,0,0,0,95,66,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Dustin Poirier,Justin Gaethje,win,0,351,174,0,5,0,357,179,0,212,115,0,0,0,213,116,"KO/TKO

      

        Punch",4,0:33
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Alex Oliveira,Carlos Condit,win,0,18,12,1,1,1,49,42,0,23,9,1,3,3,37,22,"SUB

      

        Guillotine Choke",2,3:17
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Israel Adesanya,Marvin Vettori,win,0,123,57,0,1,0,134,67,0,154,46,0,6,2,169,60,S-DEC,3,5:00
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Michelle Waterson-Gomez,Cortney Casey,win,0,84,61,0,4,3,103,77,0,96,36,3,1,0,126,64,S-DEC,3,5:00
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Antonio Carlos Junior,Tim Boetsch,win,0,18,7,0,0,0,24,13,0,48,31,1,2,1,52,35,"SUB

      

        Rear Naked Choke",1,4:28
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Muslim Salikhov,Ricky Rainey,win,1,48,25,0,2,0,49,26,0,44,19,0,1,0,46,21,"KO/TKO

      

        Punch",2,4:12
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,John Moraga,Wilson Reis,win,0,61,12,0,16,8,127,61,0,91,46,1,0,0,116,69,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Brad Tavares,Krzysztof Jotko,win,0,74,24,0,3,0,90,40,1,96,46,0,1,0,115,62,"KO/TKO

      

        Punch",3,2:16
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Gilbert Burns,Dan Moret,win,1,65,31,0,2,2,74,39,0,58,20,0,0,0,58,20,"KO/TKO

      

        Punch",2,0:59
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Lauren Mueller,Shana Dobson,win,0,206,68,0,4,1,213,74,0,156,58,0,2,2,171,70,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Yushin Okami,Dhiego Lima,win,0,24,11,0,0,0,31,17,0,19,15,0,13,6,66,57,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Adam Wieczorek,Arjan Bhullar,win,0,18,9,0,3,2,60,42,0,27,13,1,0,0,28,14,"SUB

      

        Omoplata",2,1:59
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Alejandro Perez,Matthew Lopez,win,0,36,22,2,7,3,47,32,0,100,44,0,1,0,142,81,"KO/TKO

      

        Punches",2,3:42
UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Luke Sanders,Patrick Williams,win,1,140,59,0,0,0,143,62,0,109,61,0,5,1,117,68,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Alexander Volkov,Fabricio Werdum,win,0,88,48,0,9,3,130,83,1,90,48,0,2,2,144,96,"KO/TKO

      

        Punch",4,1:38
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Jan Blachowicz,Jimi Manuwa,win,0,110,37,0,2,0,110,37,1,191,97,0,6,1,219,124,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Tom Duquesnoy,Terrion Ware,win,0,153,67,0,3,0,156,70,0,267,85,0,6,2,295,108,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Leon Edwards,Peter Sobotta,win,1,86,42,0,2,1,117,71,0,43,16,0,4,1,90,57,"KO/TKO

      

        Punch",3,4:59
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Charles Byrd,John Phillips,win,0,1,0,0,0,0,2,1,0,14,11,1,1,1,41,34,"SUB

      

        Rear Naked Choke",1,3:58
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Danny Roberts,Oliver Enkamp,win,1,10,4,0,0,0,10,4,0,12,7,0,1,0,14,8,"KO/TKO

      

        Punch",1,2:12
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Danny Henry,Hakeem Dawodu,win,1,5,2,1,0,0,5,2,0,3,3,0,0,0,3,3,"SUB

      

        Guillotine Choke",1,0:39
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Paul Craig,Magomed Ankalaev,win,0,50,18,1,7,2,70,34,0,96,59,0,0,0,129,89,"SUB

      

        Triangle Choke",3,4:59
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Kajan Johnson,Stevie Ray,win,0,62,24,1,4,3,78,37,0,54,33,0,4,2,58,37,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Volkov,2018-03-17,Dmitry Sosnovskiy,Mark Godbeer,win,0,37,24,0,1,0,91,73,0,40,28,2,3,2,71,53,"SUB

      

        Rear Naked Choke",2,4:29
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Cristiane Justino,Yana Santos,win,0,43,33,0,1,1,54,42,0,11,5,0,4,1,24,17,"KO/TKO

      

        Punches",1,3:25
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Brian Ortega,Frankie Edgar,win,0,77,27,0,1,0,77,27,1,76,25,0,0,0,77,25,"KO/TKO

      

        Punch",1,4:44
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Sean O'Malley,Andre Soukhamthath,win,0,111,63,3,0,0,121,73,0,60,25,0,7,4,79,42,U-DEC,3,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Andrei Arlovski,Stefan Struve,win,0,74,34,0,3,0,78,37,0,88,46,0,9,4,121,76,U-DEC,3,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Ketlen Vieira,Cat Zingano,win,0,106,59,0,2,0,128,77,0,71,41,1,2,2,139,96,S-DEC,3,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Mackenzie Dern,Ashley Yoder,win,1,142,52,0,0,0,165,73,0,143,70,1,6,1,149,76,S-DEC,3,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Alexander Hernandez,Beneil Dariush,win,0,11,4,0,0,0,11,4,1,13,8,0,0,0,14,9,"KO/TKO

      

        Punch",1,0:42
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,John Dodson,Pedro Munhoz,win,0,184,76,0,0,0,184,76,0,172,69,0,1,1,176,73,S-DEC,3,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,CB Dollaway,Hector Lombard,win,0,19,13,0,0,0,19,13,1,33,19,0,0,0,33,19,DQ,1,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Zak Ottow,Mike Pyle,win,0,20,4,0,0,0,20,4,1,50,22,0,0,0,56,26,"KO/TKO

      

        Punches",1,2:34
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Cody Stamann,Bryan Caraway,win,0,168,59,0,23,1,236,116,0,166,95,0,1,0,186,115,S-DEC,3,5:00
UFC 222: Cyborg vs. Kunitskaya,2018-03-03,Jordan Johnson,Adam Milstead,win,0,106,59,0,11,2,239,176,0,133,58,0,0,0,145,70,S-DEC,3,5:00
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Jeremy Stephens,Josh Emmett,win,1,40,18,0,0,0,43,21,1,57,24,0,0,0,57,24,"KO/TKO

      

        Punch",2,1:35
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Jessica Andrade,Tecia Pennington,win,0,178,92,0,12,10,237,151,0,150,69,0,2,2,171,88,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Ilir Latifi,Ovince Saint Preux,win,0,24,7,0,0,0,24,7,1,41,25,1,0,0,43,27,"SUB

      

        Guillotine Choke",1,3:48
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Max Griffin,Mike Perry,win,0,110,45,0,4,1,110,45,1,168,78,0,1,0,171,81,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Brian Kelleher,Renan Barao,win,0,228,116,0,2,0,247,134,0,203,94,0,4,1,256,145,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Marion Reneau,Sara McMann,win,0,49,9,0,5,2,120,76,0,39,23,1,0,0,55,37,"SUB

      

        Triangle Choke",2,3:40
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Angela Hill,Maryna Moroz,win,0,321,84,0,2,0,339,100,0,209,114,0,2,1,216,121,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Alan Jouban,Ben Saunders,win,0,79,33,0,0,0,80,34,2,141,78,0,0,0,141,78,"KO/TKO

      

        Punch",2,2:38
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Sam Alvey,Marcin Prachnio,win,2,19,10,0,1,1,23,14,0,24,15,0,0,0,45,36,"KO/TKO

      

        Punch",1,4:23
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Rani Yahya,Russell Doane,win,0,20,17,2,3,2,149,105,0,8,2,0,1,1,30,15,"SUB

      

        Arm Triangle",3,2:32
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Alex Perez,Eric Shelton,win,0,109,41,0,2,0,140,72,0,82,29,0,9,5,123,67,U-DEC,3,5:00
UFC Fight Night: Emmett vs. Stephens,2018-02-24,Manny Bermudez,Albert Morales,win,0,54,19,0,1,1,66,30,0,28,12,3,5,1,43,27,"SUB

      

        Guillotine Choke",2,2:33
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Donald Cerrone,Yancy Medeiros,win,3,57,28,0,1,0,57,28,0,79,25,0,0,0,80,26,"KO/TKO

      

        Punch",1,4:58
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Derrick Lewis,Marcin Tybura,win,2,45,30,0,2,1,47,32,0,56,37,1,2,1,104,83,"KO/TKO

      

        Punch",3,2:48
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,James Vick,Francisco Trinaldo,win,1,158,68,0,2,1,162,72,0,90,26,1,3,3,91,27,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Curtis Millender,Thiago Alves,win,0,106,33,0,1,1,110,37,2,106,47,0,0,0,106,47,"KO/TKO

      

        Knee",2,4:17
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Brandon Davis,Steven Peterson,win,0,286,73,0,10,1,296,82,0,285,114,0,1,0,291,119,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Sage Northcutt,Thibault Gouti,win,0,138,63,0,9,1,204,125,0,66,28,1,5,4,68,30,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Diego Ferreira,Jared Gordon,win,0,17,8,0,1,0,17,8,1,60,29,0,0,0,60,29,"KO/TKO

      

        Punch",1,1:58
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Geoff Neal,Brian Camozzi,win,0,31,14,1,0,0,32,15,0,29,7,0,0,0,32,9,"SUB

      

        Rear Naked Choke",1,2:48
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Robert Sanchez,Joby Sanchez,win,0,3,2,1,3,3,3,2,0,5,1,0,0,0,9,5,"SUB

      

        Rear Naked Choke",1,1:50
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Lucie Pudilova,Sarah Moras,win,0,121,43,2,5,2,165,80,2,134,75,0,0,0,171,107,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Alex Morono,Joshua Burkman,win,0,13,4,0,0,0,13,4,1,19,7,1,0,0,19,7,"SUB

      

        Guillotine Choke",1,2:12
UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,Oskar Piechota,Tim Williams,win,1,22,17,0,0,0,22,17,0,18,8,0,0,0,18,8,"KO/TKO

      

        Punch",1,1:54
UFC 221: Romero vs. Rockhold,2018-02-10,Yoel Romero,Luke Rockhold,win,1,92,45,0,0,0,99,52,0,119,45,0,0,0,119,45,"KO/TKO

      

        Punch",3,1:48
UFC 221: Romero vs. Rockhold,2018-02-10,Curtis Blaydes,Mark Hunt,win,1,32,14,0,0,0,53,35,0,105,56,0,14,10,184,126,U-DEC,3,5:00
UFC 221: Romero vs. Rockhold,2018-02-10,Tai Tuivasa,Cyril Asker,win,0,51,38,0,0,0,52,39,0,11,3,0,0,0,11,3,"KO/TKO

      

        Elbow",1,2:18
UFC 221: Romero vs. Rockhold,2018-02-10,Jake Matthews,Li Jingliang,win,2,127,63,1,4,2,156,89,0,152,49,0,1,0,163,56,U-DEC,3,5:00
UFC 221: Romero vs. Rockhold,2018-02-10,Tyson Pedro,Saparbeg Safarov,win,0,23,12,1,1,0,28,17,0,22,8,0,5,2,24,10,"SUB

      

        Kimura",1,3:54
UFC 221: Romero vs. Rockhold,2018-02-10,Dong Hyun Ma,Damien Brown,win,0,123,46,0,0,0,123,46,0,153,67,0,0,0,154,68,S-DEC,3,5:00
UFC 221: Romero vs. Rockhold,2018-02-10,Israel Adesanya,Rob Wilkinson,win,0,46,22,0,15,3,59,33,1,75,52,0,0,0,94,70,"KO/TKO

      

        Punches",2,3:37
UFC 221: Romero vs. Rockhold,2018-02-10,Alexander Volkanovski,Jeremy Kennedy,win,0,120,73,0,3,2,158,105,0,25,8,0,3,0,29,11,"KO/TKO

      

        Punches",2,4:57
UFC 221: Romero vs. Rockhold,2018-02-10,Jussier Formiga,Ben Nguyen,win,1,49,27,1,4,2,72,50,0,65,21,0,0,0,82,37,"SUB

      

        Rear Naked Choke",3,1:43
